City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
363,Saint-Gaudens,43.0833,0.6667,57.02,52,64,7.38,FR,2022-10-27 01:46:41,broken clouds
364,Ambilobe,-13.2,49.05,67.6,76,34,4.14,MG,2022-10-27 01:46:41,scattered clouds
365,Schrobenhausen,48.55,11.2667,53.28,100,100,0.0,DE,2022-10-27 01:46:41,fog
366,Kinna,57.5073,12.6946,56.75,96,100,7.45,SE,2022-10-27 01:46:42,overcast clouds
367,Maniitsoq,65.4167,-52.9,32.45,97,100,22.26,GL,2022-10-27 01:46:42,snow
368,Sydney Mines,46.2367,-60.2177,64.15,96,100,5.75,CA,2022-10-27 01:46:42,mist
369,Alvorada,-12.48,-49.1247,76.41,69,34,4.7,BR,2022-10-27 01:46:42,scattered clouds
370,Neyvo-Shaytanskiy,57.7286,61.2496,22.59,91,15,4.7,RU,2022-10-27 01:46:43,few clouds
371,Trelew,-43.249,-65.3051,64.2,25,0,21.3,AR,2022-10-27 01:46:18,clear sky
372,Mehamn,71.0357,27.8492,31.91,93,75,6.91,NO,2022-10-27 01:46:43,broken clouds
373,Nantucket,41.2835,-70.0995,64.54,99,100,8.05,US,2022-10-27 01:46:16,fog
374,Kusadak,44.3997,20.8033,53.89,71,93,1.48,RS,2022-10-27 01:46:43,overcast clouds
375,Naryan-Mar,67.6713,53.087,29.03,96,100,17.94,RU,2022-10-27 01:46:44,light snow
376,Pisco,-13.7,-76.2167,60.85,82,0,16.11,PE,2022-10-27 01:44:53,clear sky
377,Dehloran,32.6941,47.2679,80.87,18,63,4.12,IR,2022-10-27 01:46:44,broken clouds
378,Tutoia,-2.7619,-42.2744,79.18,77,100,10.87,BR,2022-10-27 01:46:44,overcast clouds
379,San Clemente,33.427,-117.612,67.77,80,2,3.0,US,2022-10-27 01:46:45,clear sky
380,Itarema,-2.9248,-39.9167,78.35,75,100,14.12,BR,2022-10-27 01:46:45,overcast clouds
381,Santarem,-2.4431,-54.7083,78.93,94,0,5.75,BR,2022-10-27 01:46:45,clear sky
382,Nikolskoye,59.7035,30.7861,49.91,98,100,4.05,RU,2022-10-27 01:46:46,overcast clouds
383,Vilhena,-12.7406,-60.1458,72.05,82,37,3.51,BR,2022-10-27 01:46:46,scattered clouds
384,Taltal,-25.4,-70.4833,61.14,69,1,2.93,CL,2022-10-27 01:46:46,clear sky
385,Jaen,38.0,-3.5,66.4,32,97,8.99,ES,2022-10-27 01:46:47,overcast clouds
386,Quatre Cocos,-20.2078,57.7625,72.09,78,70,10.33,MU,2022-10-27 01:46:47,light rain
387,Wicklow,53.0,-6.4167,52.23,92,100,10.07,IE,2022-10-27 01:46:47,overcast clouds
388,Acu,-5.5767,-36.9086,77.07,68,98,9.8,BR,2022-10-27 01:46:48,overcast clouds
389,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.0,78,93,6.69,BR,2022-10-27 01:46:48,overcast clouds
390,Mozelos,41.8677,-8.3978,66.88,93,83,5.28,PT,2022-10-27 01:46:48,broken clouds
391,Rocha,-34.4833,-54.3333,61.0,85,2,14.47,UY,2022-10-27 01:46:48,clear sky
392,Koslan,63.4564,48.8989,30.72,90,100,11.3,RU,2022-10-27 01:46:49,overcast clouds
393,Merritt Island,28.5392,-80.672,79.03,77,40,8.05,US,2022-10-27 01:42:45,scattered clouds
394,Paamiut,61.994,-49.6678,36.93,81,100,18.41,GL,2022-10-27 01:46:49,overcast clouds
395,Soubre,5.7856,-6.6083,72.01,99,68,1.72,CI,2022-10-27 01:46:49,broken clouds
396,Ijui,-28.3878,-53.9147,64.22,94,100,10.51,BR,2022-10-27 01:46:50,overcast clouds
397,Cotonou,6.3654,2.4183,79.59,82,65,3.51,BJ,2022-10-27 01:46:50,light rain
398,Ceres,37.5949,-120.9577,66.52,33,0,11.5,US,2022-10-27 01:46:50,clear sky
399,Trojes,41.756,19.962,55.56,71,4,6.8,AL,2022-10-27 01:46:51,clear sky
400,San Cristobal,7.7669,-72.225,69.98,89,92,1.79,VE,2022-10-27 01:46:51,overcast clouds
401,Salto,-31.3833,-57.9667,62.87,100,0,1.99,UY,2022-10-27 01:44:56,clear sky
402,Ilo,-17.6394,-71.3375,60.98,81,36,6.33,PE,2022-10-27 01:46:51,scattered clouds
403,Mersin,36.862,34.6509,69.35,45,0,5.17,TR,2022-10-27 01:46:52,clear sky
404,Kirillov,59.863,38.3813,37.09,92,100,8.68,RU,2022-10-27 01:46:52,overcast clouds
405,Havelock,34.8791,-76.9013,71.55,94,0,3.44,US,2022-10-27 01:46:52,clear sky
406,Kastamonu,41.5,33.6667,44.85,93,1,3.38,TR,2022-10-27 01:46:53,clear sky
407,Bud,39.447,-86.1758,46.35,91,5,5.61,US,2022-10-27 01:47:53,clear sky
408,Bell Ville,-32.6259,-62.6887,61.66,44,0,5.23,AR,2022-10-27 01:47:54,clear sky
409,Goure,13.9835,10.2704,74.23,22,24,7.52,NE,2022-10-27 01:47:54,few clouds
410,Usinsk,65.9939,57.5281,27.64,90,100,20.67,RU,2022-10-27 01:47:54,overcast clouds
411,Niquero,20.0431,-77.5828,77.16,64,6,8.28,CU,2022-10-27 01:47:54,clear sky
412,Pokhara,28.2333,83.9833,64.58,66,8,0.58,NP,2022-10-27 01:45:08,clear sky
413,Rovaniemi,66.5,25.7167,27.81,100,100,4.61,FI,2022-10-27 01:47:55,overcast clouds
414,Snasa,64.2457,12.3778,45.81,91,100,4.56,NO,2022-10-27 01:47:55,light rain
415,Bubaque,11.2833,-15.8333,83.64,75,6,3.69,GW,2022-10-27 01:47:55,clear sky
416,Azangaro,-14.9167,-70.2167,51.76,40,70,1.92,PE,2022-10-27 01:47:56,broken clouds
417,Bakhmach,51.1808,32.7569,48.47,92,94,11.43,UA,2022-10-27 01:47:56,overcast clouds
418,Hounde,11.5,-3.5167,80.92,54,99,2.51,BF,2022-10-27 01:44:29,overcast clouds
419,Kasongo-Lunda,-6.4667,16.8167,69.17,98,100,0.85,CD,2022-10-27 01:47:56,overcast clouds
420,Mosquera,4.7059,-74.2302,57.29,88,75,6.91,CO,2022-10-27 01:43:42,broken clouds
421,Pozo Colorado,-23.4923,-58.7972,72.9,95,100,2.3,PY,2022-10-27 01:47:57,moderate rain
422,Kazerun,29.6195,51.6541,68.79,31,51,2.84,IR,2022-10-27 01:47:57,broken clouds
423,Bugulma,54.55,52.8,25.7,82,24,4.88,RU,2022-10-27 01:47:57,few clouds
424,Awbari,26.5921,12.7805,63.39,35,0,6.93,LY,2022-10-27 01:47:58,clear sky
425,Kalabo,-14.97,22.6814,74.12,50,75,4.38,ZM,2022-10-27 01:47:58,broken clouds
426,Belmonte,-15.8631,-38.8828,72.41,88,21,3.53,BR,2022-10-27 01:47:58,few clouds
427,Cururupu,-1.8283,-44.8683,76.03,85,100,3.49,BR,2022-10-27 01:43:17,overcast clouds
428,Mazamari,-11.3258,-74.5308,72.59,81,100,2.68,PE,2022-10-27 01:47:59,overcast clouds
429,Luangwa,-15.6167,30.4167,77.34,45,1,2.82,ZM,2022-10-27 01:47:59,clear sky
430,Alta Floresta,-9.8756,-56.0861,73.85,88,67,3.91,BR,2022-10-27 01:47:59,broken clouds
431,Itapissuma,-7.7764,-34.8922,80.64,82,82,5.48,BR,2022-10-27 01:48:00,broken clouds
432,Shache,38.4167,77.2406,53.71,28,84,4.29,CN,2022-10-27 01:48:00,broken clouds
433,Diffa,13.3154,12.6113,74.55,29,2,9.06,NE,2022-10-27 01:48:00,clear sky
434,Houma,29.5958,-90.7195,57.0,82,0,0.0,US,2022-10-27 01:48:01,clear sky
435,Scarborough,54.2797,-0.4044,53.91,89,100,8.01,GB,2022-10-27 01:48:01,overcast clouds
436,Fort-Shevchenko,44.5086,50.263,50.76,54,100,18.28,KZ,2022-10-27 01:48:01,overcast clouds
437,Oranjestad,12.524,-70.027,80.91,84,20,4.61,AW,2022-10-27 01:48:02,few clouds
438,Iskateley,67.6803,53.1512,28.9,96,100,17.96,RU,2022-10-27 01:48:02,light snow
439,Ramgarh,23.6333,85.5167,66.25,53,0,2.89,IN,2022-10-27 01:44:38,clear sky
440,Sitio Novo Do Tocantins,-5.5183,-47.4611,75.29,84,92,2.13,BR,2022-10-27 01:48:02,overcast clouds
441,Tabou,4.423,-7.3528,77.4,87,86,4.7,CI,2022-10-27 01:48:03,overcast clouds
442,Itabira,-19.6192,-43.2269,63.1,93,1,2.89,BR,2022-10-27 01:48:03,clear sky
443,Arys,42.4252,68.795,52.34,58,100,6.64,KZ,2022-10-27 01:44:32,overcast clouds
444,Tarko-Sale,64.9225,77.785,14.92,93,69,12.1,RU,2022-10-27 01:48:04,broken clouds
445,Amapa,1.0,-52.0,73.94,86,100,2.8,BR,2022-10-27 01:48:04,overcast clouds
446,Jacobina,-11.1806,-40.5183,69.84,94,100,3.6,BR,2022-10-27 01:48:04,overcast clouds
447,Domoni,-12.2569,44.5319,75.07,83,100,8.75,KM,2022-10-27 01:48:05,overcast clouds
448,Santa Marta,11.2408,-74.199,82.89,78,75,12.66,CO,2022-10-27 01:48:05,broken clouds
449,Izyum,49.2088,37.2485,49.89,88,100,13.09,UA,2022-10-27 01:48:06,overcast clouds
450,Chernyy Yar,48.0624,46.1091,42.1,75,100,14.27,RU,2022-10-27 01:48:06,light rain
451,Santa Cruz Cabralia,-16.2781,-39.0247,75.43,88,40,8.05,BR,2022-10-27 01:48:06,scattered clouds
452,Sergeyevka,53.88,67.4158,28.36,85,100,18.45,KZ,2022-10-27 01:48:07,overcast clouds
453,Valparaiso,-33.0393,-71.6273,60.44,58,0,4.61,CL,2022-10-27 01:48:07,clear sky
454,Acari,-15.4311,-74.6158,66.25,72,52,3.18,PE,2022-10-27 01:48:07,broken clouds
455,Palma Soriano,20.2172,-75.9989,77.86,91,5,2.3,CU,2022-10-27 01:49:08,clear sky
456,Dakar,14.6937,-17.4441,79.68,77,84,17.0,SN,2022-10-27 01:49:08,broken clouds
457,Mocuba,-16.8392,36.9856,72.21,45,0,3.27,MZ,2022-10-27 01:49:08,clear sky
458,Sambava,-14.2667,50.1667,71.56,75,95,7.16,MG,2022-10-27 01:49:09,overcast clouds
459,Santa Rosa,14.3122,121.1114,88.09,63,98,5.95,PH,2022-10-27 01:49:09,overcast clouds
460,Bojnurd,37.4747,57.329,35.55,93,0,0.0,IR,2022-10-27 01:49:10,clear sky
461,Vyazovaya,54.905,58.3561,23.27,92,89,2.66,RU,2022-10-27 01:49:10,overcast clouds
462,Sao Felix Do Xingu,-6.6447,-51.995,72.77,93,100,0.81,BR,2022-10-27 01:49:10,overcast clouds
463,Nuuk,64.1835,-51.7216,39.81,75,100,26.46,GL,2022-10-27 01:49:11,light shower snow
464,Kudahuvadhoo,2.6708,72.8944,80.89,79,84,7.78,MV,2022-10-27 01:49:11,broken clouds
465,Onega,63.9061,38.1404,38.03,96,100,10.51,RU,2022-10-27 01:49:11,overcast clouds
466,Saint Anthony,45.0205,-93.218,44.89,72,0,6.91,US,2022-10-27 01:49:12,clear sky
467,Kumluca,36.3703,30.2869,71.24,36,0,6.73,TR,2022-10-27 01:49:12,clear sky
468,Chiredzi,-21.05,31.6667,72.19,81,24,10.83,ZW,2022-10-27 01:49:12,few clouds
469,Yenagoa,4.9247,6.2642,75.94,95,100,2.82,NG,2022-10-27 01:49:13,overcast clouds
470,Pergine Valsugana,46.065,11.238,58.39,80,10,2.59,IT,2022-10-27 01:49:13,clear sky
471,Anloga,5.7947,0.8973,79.75,81,53,2.51,GH,2022-10-27 01:49:13,broken clouds
472,Kharovsk,59.9642,40.1912,34.97,92,100,9.73,RU,2022-10-27 01:49:14,light snow
473,Bonthe,7.5264,-12.505,77.56,86,18,3.15,SL,2022-10-27 01:49:14,moderate rain
474,Aksu,41.1231,80.2644,50.05,32,2,4.21,CN,2022-10-27 01:49:15,clear sky
475,Roanoke Rapids,36.4615,-77.6542,60.85,100,100,0.0,US,2022-10-27 01:49:15,fog
476,Pietarsaari,63.65,22.6833,41.9,89,10,4.7,FI,2022-10-27 01:49:16,clear sky
477,Jibuti,11.5,42.5,72.36,74,8,11.39,DJ,2022-10-27 01:49:16,clear sky
478,Chernyshkovskiy,48.4219,42.2308,46.11,88,100,18.16,RU,2022-10-27 01:49:16,light rain
479,Jutai,-5.1833,-68.9,78.53,82,77,2.75,BR,2022-10-27 01:49:17,broken clouds
480,Saint Leonard,47.173,-67.9247,63.81,98,100,5.95,CA,2022-10-27 01:49:17,moderate rain
481,Hammerfest,70.6634,23.6821,32.45,100,20,4.61,NO,2022-10-27 01:49:17,few clouds
482,Jacqueville,5.2052,-4.4146,79.3,82,68,4.54,CI,2022-10-27 01:49:18,light rain
483,Trincomalee,8.5711,81.2335,81.61,58,51,4.65,LK,2022-10-27 01:49:18,broken clouds
484,Indiaroba,-11.5192,-37.5117,72.55,97,100,4.38,BR,2022-10-27 01:49:19,light rain
485,Jacmel,18.2342,-72.5347,75.85,85,92,7.78,HT,2022-10-27 01:49:19,overcast clouds
486,Kenmare,51.8833,-9.5833,58.06,97,100,7.4,IE,2022-10-27 01:49:19,overcast clouds
487,Ferme-Neuve,46.7001,-75.4493,59.32,84,91,8.99,CA,2022-10-27 01:49:20,overcast clouds
488,Zaozerne,45.1582,33.2787,57.51,79,2,12.24,UA,2022-10-27 01:49:20,clear sky
489,Bogotol,56.2078,89.5342,32.36,55,100,5.73,RU,2022-10-27 01:49:21,overcast clouds
490,Saryozek,44.3583,77.9753,43.88,77,98,1.05,KZ,2022-10-27 01:49:21,overcast clouds
491,Autun,46.95,4.3,53.29,97,8,1.95,FR,2022-10-27 01:49:21,clear sky
492,Codajas,-3.8367,-62.0569,79.07,81,100,0.4,BR,2022-10-27 01:49:22,overcast clouds
493,Plettenberg Bay,-34.0527,23.3716,60.98,73,2,3.78,ZA,2022-10-27 01:49:22,clear sky
494,Tocopilla,-22.092,-70.1979,62.58,69,13,7.87,CL,2022-10-27 01:49:22,few clouds
495,Torit,4.4133,32.5678,72.25,84,100,1.81,SS,2022-10-27 01:49:23,overcast clouds
496,Agnibilekrou,7.1344,-3.2047,70.77,98,69,2.93,CI,2022-10-27 01:49:23,broken clouds
497,Cape Canaveral,28.4058,-80.6048,79.02,82,0,8.05,US,2022-10-27 01:49:23,clear sky
498,Kumbo,6.2,10.6667,58.35,87,38,2.71,CM,2022-10-27 01:49:23,scattered clouds
499,Maragogi,-9.0122,-35.2225,77.05,78,99,6.82,BR,2022-10-27 01:46:36,overcast clouds
500,Ruwi,23.5996,58.5507,76.69,58,0,6.06,OM,2022-10-27 01:49:24,clear sky
501,Siavonga,-16.5382,28.7088,79.68,45,76,3.13,ZM,2022-10-27 01:49:24,broken clouds
502,Killybegs,54.6333,-8.45,53.11,85,100,15.5,IE,2022-10-27 01:49:24,overcast clouds
503,Conde,-7.2597,-34.9075,78.26,78,20,5.75,BR,2022-10-27 01:50:25,few clouds
504,Pandharpur,17.6667,75.3333,69.13,70,0,4.47,IN,2022-10-27 01:50:25,clear sky
505,Torbeyevo,54.0797,43.2473,33.19,97,100,14.67,RU,2022-10-27 01:50:26,snow
506,Chitral,35.8462,71.7858,54.97,55,1,3.44,PK,2022-10-27 01:50:26,clear sky
507,Gwadar,25.1216,62.3254,82.44,39,0,9.98,PK,2022-10-27 01:50:26,clear sky
508,Cananeia,-25.0147,-47.9267,68.23,94,48,4.18,BR,2022-10-27 01:50:27,scattered clouds
509,Iguai,-14.7564,-40.0892,67.53,98,62,1.74,BR,2022-10-27 01:49:28,broken clouds
510,Taybad,34.74,60.7756,53.6,54,0,7.87,IR,2022-10-27 01:50:27,clear sky
511,Weligama,5.9667,80.4167,75.96,83,88,5.23,LK,2022-10-27 01:50:28,overcast clouds
512,Slobidka,47.8869,29.3461,46.81,94,0,8.14,UA,2022-10-27 01:50:28,clear sky
513,Angoche,-16.2325,39.9086,70.72,84,0,10.11,MZ,2022-10-27 01:50:29,clear sky
514,Filadelfia,39.9523,-75.1638,62.1,92,66,1.01,US,2022-10-27 01:47:35,broken clouds
515,Borovoy,55.4333,86.0833,34.88,93,75,6.71,RU,2022-10-27 01:50:29,snow
516,Mogadishu,2.0371,45.3438,77.88,85,69,11.27,SO,2022-10-27 01:50:29,light rain
517,Buchanan,5.8808,-10.0467,77.14,90,97,5.61,LR,2022-10-27 01:50:30,moderate rain
518,Waterlooville,50.8807,-1.0304,60.94,97,100,1.99,GB,2022-10-27 01:50:30,overcast clouds
519,Xuddur,4.1213,43.8894,71.82,90,53,10.92,SO,2022-10-27 01:50:30,broken clouds
520,Megion,61.0296,76.1136,19.02,93,10,4.9,RU,2022-10-27 01:50:31,clear sky
521,Legnica,51.2101,16.1619,56.77,86,26,5.28,PL,2022-10-27 01:45:43,scattered clouds
522,Barra Do Corda,-5.5,-45.25,74.55,90,92,1.39,BR,2022-10-27 01:50:31,overcast clouds
523,Griffin,33.2468,-84.2641,55.6,80,0,6.91,US,2022-10-27 01:50:31,clear sky
524,Chipinge,-20.1883,32.6236,62.58,87,100,4.9,ZW,2022-10-27 01:50:32,overcast clouds
525,Ornskoldsvik,63.2909,18.7153,31.15,100,89,5.75,SE,2022-10-27 01:50:32,overcast clouds
526,Bandar-E Lengeh,26.5579,54.8807,81.07,52,1,3.87,IR,2022-10-27 01:50:32,clear sky
527,Neuquen,-38.9516,-68.0591,64.29,22,0,17.27,AR,2022-10-27 01:50:33,clear sky
528,Rafai,4.95,23.9167,68.5,97,90,1.57,CF,2022-10-27 01:50:33,overcast clouds
529,Inhambane,-23.865,35.3833,74.61,92,100,5.41,MZ,2022-10-27 01:50:33,overcast clouds
530,Lonar,19.9833,76.5333,67.82,66,0,1.97,IN,2022-10-27 01:50:34,clear sky
531,Vero Beach,27.6386,-80.3973,78.04,75,0,6.91,US,2022-10-27 01:50:34,clear sky
532,Albany,42.6001,-73.9662,66.61,85,90,4.0,US,2022-10-27 01:50:34,overcast clouds
533,New Delhi,28.6128,77.2311,66.36,82,0,2.3,IN,2022-10-27 01:45:38,mist
534,Laguna,38.421,-121.4238,68.09,26,0,9.22,US,2022-10-27 01:50:35,clear sky
535,Astana,51.1801,71.446,31.95,93,100,11.18,KZ,2022-10-27 01:50:35,light snow
536,Douentza,14.9951,-2.9517,85.91,25,100,5.77,ML,2022-10-27 01:50:36,overcast clouds
537,Villa Bruzual,9.3328,-69.1208,75.81,90,100,4.03,VE,2022-10-27 01:50:36,overcast clouds
538,Touros,-5.1989,-35.4608,76.96,77,57,10.67,BR,2022-10-27 01:50:36,broken clouds
539,Honda,5.2086,-74.7358,73.65,94,100,1.1,CO,2022-10-27 01:50:37,light rain
540,Port Hawkesbury,45.6169,-61.3485,61.97,100,100,11.99,CA,2022-10-27 01:50:37,fog
541,El Retorno,2.3302,-72.6276,74.19,95,100,0.38,CO,2022-10-27 01:50:37,overcast clouds
542,Columbus,39.9612,-82.9988,51.06,71,100,9.22,US,2022-10-27 01:49:29,overcast clouds
